# range, measurement
174.767,12.417
174.817,12.308
174.867,12.551
174.917,12.419
174.967,12.248
175.018,12.794
175.068,12.724
175.118,12.507
175.168,12.813
175.218,12.372
175.268,12.524
175.318,12.310
175.368,12.466
175.418,12.745
175.468,12.663
175.518,12.719
175.568,12.543
175.618,12.540
175.668,12.607
175.718,12.529
175.768,12.756
175.818,12.517
175.868,12.376
175.918,12.458
175.968,12.667
176.018,12.913
176.068,12.693
176.118,12.617
176.168,12.549
176.218,12.684
176.268,12.951
176.318,12.369
176.368,12.622
176.418,12.496
176.468,13.047
176.518,12.844
176.568,13.103
176.618,12.598
176.668,12.551
176.718,13.122
176.768,12.538
176.818,12.622
176.868,13.041
176.918,12.648
176.968,12.722
177.018,12.605
177.068,12.760
177.118,12.803
177.168,12.540
177.218,12.642
177.268,12.179
177.318,12.996
177.368,12.628
177.418,12.812
177.468,13.015
177.518,13.075
177.568,12.229
177.618,13.013
177.668,12.783
177.718,12.855
177.768,12.624
177.818,13.156
177.868,12.751
177.918,12.645
177.968,12.605
178.018,13.140
178.068,12.577
178.118,12.264
178.168,12.860
178.218,12.614
178.268,12.539
178.318,12.510
178.368,12.779
178.418,12.625
178.468,12.662
178.518,12.824
178.568,13.128
178.618,13.128
178.668,13.244
178.718,13.102
178.768,12.717
178.818,12.875
178.868,12.830
178.918,13.059
178.968,13.133
179.018,12.752
179.068,13.038
179.118,12.627
179.168,12.903
179.218,12.836
179.268,12.801
179.318,12.823
179.368,12.974
179.418,12.815
179.468,13.078
179.518,13.114
179.568,12.721
179.618,13.220
179.668,12.692
179.718,12.558
179.768,12.607
179.818,12.892
179.868,13.133
179.918,13.191
179.968,13.064
180.018,12.666
180.068,12.896
180.118,13.215
180.168,12.877
180.218,13.010
180.268,12.870
180.318,13.270
180.368,13.202
180.418,13.275
180.468,12.768
180.518,13.116
180.568,13.267
180.618,13.063
180.668,13.361
180.718,13.360
180.768,13.010
180.818,13.229
180.868,12.876
180.918,13.314
180.968,13.534
181.018,13.387
181.068,13.047
181.118,13.042
181.168,12.816
181.218,13.133
181.268,13.604
181.318,13.447
181.368,12.746
181.418,13.272
181.468,13.111
181.518,12.835
181.568,13.427
181.618,12.844
181.668,13.413
181.718,13.087
181.768,13.193
181.818,13.331
181.868,13.075
181.918,13.458
181.968,13.050
182.018,13.114
182.068,13.235
182.118,12.880
182.168,13.582
182.218,12.975
182.268,13.132
182.318,13.429
182.368,13.396
182.418,13.381
182.468,13.113
182.518,13.072
182.568,13.469
182.618,13.116
182.668,13.444
182.718,13.329
182.768,13.049
182.818,13.262
182.868,13.246
182.918,12.955
182.968,13.386
183.018,13.505
183.068,13.305
183.118,13.247
183.168,13.308
183.218,13.269
183.268,13.507
183.318,13.302
183.368,13.415
183.418,13.323
183.468,13.550
183.518,13.336
183.568,13.311
183.618,13.496
183.668,13.622
183.718,13.561
183.768,13.127
183.818,13.350
183.868,13.189
183.918,13.222
183.968,13.382
184.018,13.095
184.068,13.224
184.118,13.291
184.168,13.214
184.218,13.429
184.268,13.313
184.318,13.161
184.368,13.092
184.418,13.316
184.468,13.506
184.518,13.510
184.568,13.525
184.618,12.925
184.668,13.271
184.718,13.305
184.768,13.528
184.818,13.550
184.868,13.465
184.918,13.697
184.968,13.681
185.019,13.419
185.069,13.322
185.119,13.351
185.169,13.538
185.219,13.552
185.269,13.419
185.319,13.365
185.369,13.470
185.419,13.751
185.469,13.417
185.519,13.317
185.569,13.498
185.619,13.313
185.669,13.663
185.719,13.988
185.769,13.699
185.819,13.452
185.869,13.737
185.919,13.895
185.969,14.008
186.019,13.555
186.069,13.280
186.119,13.933
186.169,13.322
186.219,13.605
186.269,13.656
186.319,13.438
186.369,13.484
186.419,13.514
186.469,13.519
186.519,13.423
186.569,13.612
186.619,13.562
186.669,13.552
186.719,13.691
186.769,13.680
186.819,13.708
186.869,13.765
186.919,14.332
186.969,13.789
187.019,13.758
187.069,13.681
187.119,13.447
187.169,13.842
187.219,13.666
187.269,13.878
187.319,13.736
187.369,14.040
187.419,13.819
187.469,13.483
187.519,13.609
187.569,13.739
187.619,13.699
187.669,13.708
187.719,13.610
187.769,13.711
187.819,13.612
187.869,13.872
187.919,13.598
187.969,13.886
188.019,13.703
188.069,13.846
188.119,13.980
188.169,13.642
188.219,13.714
188.269,13.659
188.319,14.005
188.369,13.855
188.419,13.738
188.469,13.908
188.519,13.726
188.569,13.938
188.619,13.761
188.669,13.873
188.719,14.099
188.769,13.870
188.819,13.847
188.869,13.610
188.919,13.811
188.969,13.693
189.019,13.940
189.069,13.994
189.119,14.108
189.169,14.091
189.219,13.742
189.269,13.716
189.319,13.815
189.369,14.119
189.419,13.848
189.469,13.955
189.519,13.733
189.569,13.991
189.619,13.984
189.669,14.193
189.719,13.860
189.769,13.811
189.819,13.788
189.869,14.129
189.919,14.146
189.969,14.164
190.019,13.987
190.069,14.095
190.119,14.050
190.169,14.091
190.219,13.890
190.269,14.386
190.319,14.048
190.369,14.204
190.419,13.888
190.469,14.193
190.519,14.251
190.569,14.217
190.619,14.277
190.669,14.058
190.719,14.133
190.769,14.081
190.819,14.292
190.869,14.093
190.919,13.970
190.969,13.980
191.019,13.708
191.069,14.013
191.119,14.965
191.169,14.131
191.219,13.986
191.269,14.215
191.319,14.186
191.369,14.068
191.419,13.984
191.469,14.329
191.519,14.256
191.569,13.994
191.619,13.916
191.669,14.355
191.719,14.068
191.769,14.245
191.819,14.098
191.869,14.199
191.919,14.242
191.969,14.135
192.019,14.338
192.069,14.074
192.119,14.443
192.169,14.236
192.219,14.279
192.269,14.297
192.319,14.186
192.369,14.492
192.419,14.059
192.469,14.569
192.519,14.569
192.569,14.126
192.619,14.163
192.669,14.164
192.719,14.202
192.769,14.080
192.819,14.027
192.869,14.303
192.919,14.310
192.969,14.918
193.019,14.196
193.069,14.795
193.119,14.300
193.169,14.134
193.219,14.420
193.269,14.336
193.319,14.197
193.369,14.632
193.419,14.346
193.469,14.317
193.519,14.393
193.569,14.433
193.619,14.081
193.669,14.279
193.719,13.973
193.769,14.905
193.819,14.916
193.869,14.616
193.919,14.206
193.969,14.535
194.019,14.585
194.069,14.512
194.119,14.132
194.169,14.391
194.219,14.200
194.269,14.091
194.319,14.039
194.369,14.227
194.419,14.678
194.469,14.235
194.519,14.298
194.569,14.522
194.619,14.372
194.669,14.070
194.719,14.338
194.769,14.558
194.819,14.667
194.869,14.523
194.919,14.442
194.969,14.666
195.020,14.771
195.070,14.371
195.120,14.570
195.170,14.467
195.220,14.207
195.270,14.828
195.320,14.304
195.370,14.696
195.420,14.545
195.470,14.424
195.520,14.281
195.570,14.716
195.620,14.795
195.670,14.460
195.720,14.671
195.770,14.272
195.820,14.753
195.870,14.570
195.920,14.313
195.970,14.600
196.020,14.472
196.070,14.718
196.120,14.388
196.170,14.509
196.220,14.829
196.270,14.570
196.320,14.572
196.370,14.574
196.420,14.545
196.470,14.895
196.520,14.439
196.570,14.935
196.620,14.631
196.670,14.707
196.720,14.738
196.770,14.671
196.820,14.845
196.870,14.993
196.920,14.782
196.970,14.889
197.020,14.783
197.070,14.916
197.120,14.657
197.170,14.721
197.220,14.583
197.270,14.384
197.320,14.810
197.370,14.742
197.420,14.713
197.470,14.978
197.520,14.813
197.570,14.994
197.620,14.662
197.670,14.683
197.720,14.852
197.770,14.463
197.820,14.965
197.870,15.169
197.920,15.077
197.970,14.771
198.020,14.527
198.070,14.956
198.120,15.023
198.170,14.594
198.220,14.801
198.270,14.875
198.320,14.928
198.370,14.895
198.420,15.183
198.470,15.072
198.520,14.711
198.570,14.956
198.620,14.772
198.670,14.860
198.720,14.647
198.770,14.824
198.820,14.679
198.870,14.678
198.920,14.871
198.970,15.158
199.020,15.176
199.070,14.645
199.120,15.166
199.170,15.001
199.220,14.950
199.270,14.823
199.320,14.988
199.370,14.636
199.420,14.771
199.470,14.843
199.520,15.139
199.570,14.881
199.620,14.654
199.670,14.896
199.720,15.082
199.770,15.008
199.820,15.009
199.870,14.796
199.920,15.020
199.970,14.874
200.020,15.158
200.070,14.891
200.120,15.098
200.170,14.659
200.220,15.202
200.270,14.914
200.320,15.260
200.370,15.023
200.420,15.283
200.470,15.078
200.520,15.474
200.570,14.844
200.620,14.871
200.670,15.149
200.720,14.774
200.770,15.095
200.820,14.947
200.870,14.915
200.920,14.558
200.970,14.574
201.020,15.133
201.070,15.501
201.120,15.092
201.170,15.007
201.220,15.176
201.270,14.795
201.320,15.148
201.370,14.760
201.420,14.754
201.470,15.163
201.520,15.048
201.570,15.049
201.620,15.246
201.670,15.366
201.720,15.337
201.770,15.192
201.820,15.026
201.870,15.335
201.920,15.211
201.970,14.927
202.020,15.256
202.070,15.205
202.120,15.261
202.170,14.816
202.220,15.058
202.270,15.173
202.320,15.132
202.370,15.632
202.420,15.184
202.470,14.866
202.520,15.277
202.570,15.438
202.620,15.616
202.670,15.586
202.720,15.007
202.770,15.365
202.820,15.200
202.870,14.954
202.920,15.384
202.970,15.482
203.020,15.113
203.070,15.403
203.120,15.414
203.170,15.047
203.220,15.290
203.270,15.312
203.320,15.399
203.370,15.432
203.420,15.285
203.470,15.205
203.520,15.281
203.570,15.195
203.620,15.569
203.670,15.174
203.720,15.249
203.770,15.291
203.820,15.651
203.870,15.043
203.920,15.421
203.970,15.553
204.020,15.139
204.070,15.121
204.120,15.609
204.170,15.268
204.220,15.608
204.270,15.525
204.320,15.145
204.370,15.943
204.420,15.393
204.470,15.722
204.520,15.331
204.570,15.810
204.620,15.292
204.670,15.546
204.720,15.357
204.770,15.318
204.820,15.383
204.870,15.480
204.920,15.464
204.970,15.486
205.021,15.363
205.071,15.656
205.121,15.453
205.171,15.433
205.221,15.327
205.271,15.236
205.321,15.434
205.371,15.381
205.421,15.859
205.471,15.715
205.521,15.600
205.571,15.786
205.621,15.351
205.671,15.172
205.721,15.594
205.771,15.536
205.821,16.160
205.871,15.700
205.921,15.403
205.971,15.733
206.021,15.557
206.071,15.545
206.121,15.607
206.171,15.225
206.221,15.623
206.271,15.540
206.321,15.512
206.371,15.509
206.421,15.558
206.471,15.658
206.521,15.718
206.571,15.779
206.621,15.602
206.671,15.650
206.721,15.513
206.771,15.829
206.821,15.488
206.871,15.777
206.921,15.957
206.971,15.451
207.021,15.869
207.071,15.973
207.121,15.727
207.171,15.722
207.221,15.720
207.271,15.816
207.321,15.587
207.371,15.643
207.421,15.718
207.471,15.864
207.521,15.620
207.571,16.138
207.621,15.822
207.671,15.893
207.721,15.561
207.771,16.044
207.821,15.997
207.871,15.818
207.921,15.815
207.971,15.712
208.021,15.732
208.071,15.848
208.121,16.073
208.171,15.662
208.221,15.868
208.271,16.128
208.321,15.628
208.371,15.792
208.421,16.069
208.471,16.112
208.521,15.947
208.571,15.862
208.621,15.831
208.671,15.617
208.721,15.831
208.771,15.751
208.821,15.575
208.871,15.583
208.921,15.717
208.971,16.033
209.021,16.239
209.071,15.998
209.121,16.003
209.171,15.792
209.221,15.907
209.271,15.856
209.321,16.248
209.371,16.007
209.421,15.980
209.471,15.805
209.521,15.813
209.571,15.910
209.621,15.953
209.671,16.029
209.721,16.088
209.771,16.316
209.821,15.756
209.871,15.943
209.921,15.637
209.971,16.159
210.021,16.120
210.071,16.124
210.121,15.925
210.171,16.159
210.221,16.048
210.271,15.978
210.321,16.057
210.371,15.727
210.421,16.024
210.471,16.068
210.521,15.835
210.571,15.873
210.621,15.578
210.671,15.918
210.721,16.223
210.771,16.056
210.821,15.755
210.871,16.097
210.921,16.168
210.971,15.922
211.021,16.157
211.071,16.019
211.121,16.181
211.171,16.231
211.221,16.153
211.271,16.381
211.321,16.282
211.371,16.062
211.421,16.286
211.471,16.315
211.521,16.095
211.571,16.186
211.621,16.293
211.671,16.324
211.721,16.414
211.771,16.152
211.821,16.087
211.871,16.050
211.921,16.355
211.971,15.750
212.021,15.900
212.071,15.918
212.121,16.468
212.171,16.400
212.221,16.719
212.271,16.389
212.321,16.026
212.371,16.322
212.421,16.140
212.471,16.048
212.521,16.297
212.571,16.249
212.621,16.288
212.671,15.907
212.721,15.916
212.771,16.292
212.821,16.302
212.871,16.353
212.921,16.442
212.971,16.787
213.021,16.090
213.071,16.192
213.121,16.511
213.171,16.349
213.221,16.239
213.271,16.331
213.321,16.275
213.371,16.396
213.421,16.371
213.471,16.306
213.521,16.314
213.571,16.367
213.621,16.320
213.671,16.075
213.721,16.397
213.771,16.417
213.821,16.655
213.871,16.846
213.921,16.175
213.971,16.234
214.021,16.183
214.071,16.239
214.121,15.974
214.171,16.479
214.221,16.534
214.271,16.230
214.321,16.777
214.371,16.854
214.421,16.732
214.471,16.316
214.521,15.922
214.571,16.798
214.621,16.555
214.671,16.947
214.721,16.506
214.771,15.926
214.821,16.558
214.871,16.425
214.921,16.637
214.971,16.490
215.022,16.616
215.072,16.520
215.122,16.245
215.172,16.585
215.222,16.392
215.272,16.648
215.322,16.838
215.372,16.861
215.422,16.877
215.472,16.383
215.522,16.467
215.572,16.475
215.622,16.423
215.672,16.289
215.722,16.516
215.772,16.693
215.822,16.358
215.872,16.289
215.922,16.631
215.972,16.283
216.022,16.894
216.072,16.690
216.122,16.325
216.172,16.817
216.222,16.930
216.272,16.381
216.322,16.359
216.372,16.688
216.422,16.660
216.472,16.693
216.522,16.734
216.572,16.653
216.622,16.540
216.672,16.545
216.722,16.360
216.772,16.690
216.822,16.685
216.872,16.316
216.922,16.464
216.972,16.877
217.022,16.865
217.072,16.361
217.122,16.869
217.172,16.718
217.222,16.583
217.272,16.970
217.322,16.355
217.372,16.612
217.422,16.909
217.472,16.979
217.522,16.423
217.572,16.522
217.622,16.957
217.672,16.601
217.722,16.631
217.772,17.015
217.822,16.652
217.872,16.987
217.922,16.958
217.972,16.578
218.022,16.906
218.072,16.756
218.122,16.972
218.172,16.522
218.222,16.839
218.272,16.884
218.322,16.531
218.372,16.633
218.422,16.980
218.472,16.968
218.522,16.646
218.572,17.159
218.622,17.094
218.672,16.687
218.722,17.100
218.772,16.843
218.822,16.512
218.872,16.891
218.922,16.962
218.972,16.913
219.022,16.978
219.072,17.659
219.122,17.182
219.172,16.721
219.222,16.888
219.272,17.064
219.322,17.130
219.372,17.122
219.422,17.162
219.472,17.009
219.522,16.851
219.572,17.306
219.622,17.237
219.672,16.857
219.722,16.929
219.772,16.727
219.822,17.009
219.872,16.948
219.922,16.823
219.972,16.980
220.022,16.850
220.072,16.923
220.122,16.739
220.172,17.053
220.222,17.181
220.272,16.603
220.322,17.586
220.372,16.646
220.422,17.078
220.472,16.760
220.522,16.975
220.572,16.885
220.622,17.424
220.672,17.067
220.722,17.203
220.772,17.055
220.822,17.354
220.872,16.464
220.922,17.315
220.972,16.928
221.022,17.387
221.072,17.320
221.122,17.191
221.172,17.092
221.222,17.411
221.272,17.124
221.322,17.050
221.372,17.244
221.422,17.083
221.472,17.380
221.522,16.993
221.572,17.022
221.622,17.025
221.672,17.179
221.722,17.260
221.772,17.431
221.822,17.099
221.872,16.936
221.922,17.136
221.972,17.108
222.022,17.120
222.072,17.381
222.122,17.243
222.172,17.000
222.222,17.558
222.272,17.174
222.322,17.162
222.372,17.561
222.422,17.417
222.472,17.346
222.522,17.612
222.572,17.407
222.622,17.027
222.672,16.866
222.722,17.139
222.772,17.150
222.822,17.003
222.872,17.234
222.922,17.233
222.972,17.171
223.022,17.286
223.072,17.137
223.122,17.421
223.172,17.512
223.222,17.152
223.272,17.379
223.322,17.046
223.372,17.510
223.422,17.559
223.472,17.233
223.522,17.361
223.572,17.541
223.622,17.268
223.672,17.325
223.722,17.595
223.772,17.302
223.822,17.419
223.872,17.078
223.922,17.439
223.972,17.486
224.022,17.328
224.072,17.411
224.122,17.633
224.172,17.531
224.222,17.329
224.272,17.195
224.322,17.659
224.372,17.125
224.422,17.129
224.472,17.457
224.522,17.000
224.572,17.161
224.622,17.693
224.672,17.607
224.722,17.239
224.772,17.496
224.822,17.288
224.872,17.185
224.922,17.570
224.972,17.231
225.023,17.468
225.073,17.572
225.123,17.204
225.173,17.583
225.223,17.642
225.273,17.619
225.323,17.642
225.373,17.947
225.423,17.494
225.473,17.554
225.523,17.475
225.573,17.646
225.623,17.807
225.673,17.217
225.723,17.523
225.773,17.487
225.823,17.269
225.873,17.440
225.923,17.679
225.973,17.497
226.023,17.168
226.073,17.649
226.123,17.415
226.173,17.863
226.223,17.563
226.273,17.858
226.323,17.476
226.373,17.364
226.423,17.499
226.473,17.594
226.523,17.606
226.573,17.733
226.623,17.515
226.673,17.822
226.723,17.785
226.773,17.823
226.823,17.951
226.873,17.995
226.923,17.814
226.973,17.741
227.023,17.444
227.073,17.627
227.123,17.709
227.173,17.596
227.223,17.745
227.273,17.582
227.323,18.161
227.373,17.779
227.423,17.346
227.473,17.608
227.523,17.790
227.573,17.700
227.623,17.864
227.673,17.585
227.723,18.008
227.773,17.788
227.823,17.784
227.873,17.939
227.923,17.811
227.973,17.666
228.023,17.980
228.073,17.876
228.123,17.717
228.173,17.545
228.223,17.788
228.273,17.702
228.323,17.828
228.373,17.728
228.423,17.596
228.473,17.783
228.523,17.979
228.573,17.708
228.623,17.809
228.673,17.949
228.723,17.735
228.773,17.774
228.823,18.101
228.873,17.942
228.923,17.994
228.973,17.824
229.023,17.856
229.073,18.003
229.123,17.685
229.173,17.994
229.223,17.629
229.273,17.801
229.323,18.051
229.373,18.117
229.423,17.796
229.473,17.912
229.523,17.970
229.573,17.805
229.623,18.019
229.673,18.006
229.723,17.820
229.773,17.771
229.823,17.757
229.873,17.908
229.923,18.187
229.973,18.027
230.023,17.910
230.073,18.299
230.123,18.403
230.173,18.138
230.223,17.745
230.273,18.097
230.323,17.549
230.373,18.265
230.423,18.495
230.473,17.967
230.523,18.243
230.573,17.769
230.623,17.923
230.673,18.354
230.723,17.919
230.773,18.445
230.823,18.334
230.873,18.244
230.923,18.090
230.973,18.073
231.023,18.245
231.073,18.217
231.123,18.247
231.173,18.239
231.223,17.850
231.273,18.283
231.323,18.290
231.373,17.759
231.423,18.095
231.473,17.945
231.523,17.782
231.573,18.279
231.623,18.029
231.673,18.184
231.723,18.384
231.773,18.313
231.823,18.218
231.873,18.320
231.923,18.325
231.973,18.144
232.023,18.042
232.073,18.003
232.123,18.022
232.173,18.305
232.223,18.431
232.273,18.381
232.323,18.510
232.373,18.039
232.423,18.189
232.473,18.293
232.523,18.074
232.573,18.253
232.623,18.540
232.673,18.033
232.723,18.540
232.773,18.443
232.823,18.483
232.873,18.295
232.923,17.939
232.973,18.321
233.023,18.425
233.073,18.426
233.123,18.514
233.173,18.315
233.223,18.739
233.273,18.105
233.323,18.196
233.373,18.424
233.423,18.507
233.473,18.105
233.523,17.834
233.573,18.259
233.623,18.074
233.673,18.126
233.723,18.442
233.773,18.711
233.823,18.487
233.873,18.548
233.923,18.061
233.973,18.537
234.023,18.180
234.073,18.682
234.123,18.082
234.173,18.684
234.223,18.322
234.273,18.354
234.323,18.518
234.373,18.331
234.423,18.253
234.473,18.655
234.523,18.559
234.573,18.546
234.623,18.665
234.673,18.978
234.723,18.371
234.773,18.184
234.823,18.507
234.873,18.484
234.923,18.747
234.973,18.613
235.024,18.360
235.074,18.499
235.124,18.361
235.174,18.680
235.224,18.285
235.274,18.827
235.324,18.651
235.374,18.594
235.424,18.745
235.474,18.564
235.524,18.362
235.574,18.239
235.624,18.422
235.674,18.688
235.724,18.764
235.774,18.767
235.824,18.389
235.874,18.427
235.924,18.744
235.974,18.458
236.024,18.562
236.074,18.276
236.124,18.459
236.174,18.625
236.224,18.642
236.274,18.549
236.324,19.069
236.374,18.578
236.424,18.401
236.474,18.591
236.524,18.629
236.574,18.905
236.624,18.424
236.674,18.235
236.724,18.578
236.774,18.639
236.824,19.079
236.874,18.621
236.924,18.569
236.974,18.272
237.024,18.778
237.074,19.128
237.124,18.473
237.174,18.595
237.224,18.825
237.274,18.494
237.324,18.648
237.374,18.584
237.424,19.042
237.474,18.855
237.524,18.625
237.574,19.064
237.624,18.555
237.674,18.481
237.724,18.614
237.774,18.678
237.824,18.694
237.874,18.827
237.924,18.785
237.974,18.834
238.024,18.471
238.074,18.900
238.124,18.554
238.174,19.013
238.224,18.542
238.274,18.616
238.324,18.683
238.374,18.797
238.424,18.880
238.474,18.918
238.524,18.955
238.574,19.239
238.624,18.843
238.674,18.767
238.724,18.856
238.774,19.050
238.824,18.877
238.874,19.159
238.924,18.914
238.974,18.813
239.024,18.943
239.074,18.924
239.124,19.024
239.174,19.091
239.224,18.984
239.274,18.827
239.324,18.843
239.374,18.958
239.424,19.057
239.474,19.099
239.524,19.026
239.574,19.038
239.624,19.084
239.674,18.785
239.724,19.769
239.774,18.600
239.824,18.961
239.874,18.820
239.924,19.247
239.974,18.918
240.024,18.855
240.074,19.130
240.124,19.354
240.174,18.908
240.224,18.967
240.274,18.970
240.324,19.317
240.374,19.290
240.424,18.850
240.474,19.330
240.524,19.366
240.574,18.604
240.624,19.044
240.674,19.104
240.724,19.104
240.774,19.112
240.824,19.210
240.874,18.589
240.924,19.326
240.974,19.276
241.024,18.936
241.074,19.433
241.124,19.156
241.174,19.217
241.224,19.308
241.274,19.395
241.324,19.254
241.374,19.055
241.424,18.962
241.474,19.154
241.524,19.204
241.574,19.001
241.624,19.446
241.674,19.158
241.724,19.204
241.774,19.162
241.824,19.179
241.874,18.794
241.924,19.238
241.974,19.212
242.024,18.954
242.074,19.034
242.124,19.150
242.174,19.112
242.224,19.129
242.274,18.690
242.324,19.053
242.374,19.300
242.424,19.489
242.474,19.047
242.524,19.222
242.574,19.548
242.624,19.588
242.674,19.533
242.724,19.048
242.774,19.130
242.824,19.693
242.874,19.244
242.924,19.208
242.974,19.396
243.024,19.235
243.074,19.172
243.124,19.553
243.174,19.478
243.224,19.394
243.274,19.313
243.324,19.413
243.374,19.684
243.424,19.158
243.474,19.374
243.524,19.432
243.574,19.494
243.624,19.683
243.674,19.335
243.724,19.148
243.774,18.908
243.824,19.397
243.874,19.239
243.924,19.140
243.974,19.079
244.024,19.558
244.074,19.102
244.124,19.568
244.174,19.286
244.224,19.219
244.274,19.177
244.324,19.551
244.374,19.590
244.424,19.005
244.474,19.374
244.524,19.306
244.574,19.401
244.624,19.341
244.674,19.554
244.724,19.639
244.774,19.362
244.824,19.314
244.874,19.350
244.924,19.559
244.974,19.556
245.025,19.595
245.075,19.336
245.125,19.300
245.175,19.761
245.225,19.591
245.275,19.266
245.325,19.538
245.375,19.572
245.425,19.451
245.475,19.505
245.525,19.593
245.575,19.303
245.625,19.794
245.675,19.457
245.725,19.633
245.775,19.455
245.825,19.448
245.875,19.620
245.925,19.799
245.975,19.198
246.025,19.642
246.075,19.752
246.125,19.308
246.175,19.718
246.225,19.627
246.275,19.611
246.325,19.576
246.375,19.560
246.425,19.675
246.475,19.292
246.525,19.469
246.575,19.949
246.625,19.533
246.675,19.943
246.725,19.782
246.775,19.501
246.825,19.974
246.875,19.722
246.925,19.642
246.975,19.432
247.025,19.576
247.075,19.984
247.125,20.095
247.175,19.549
247.225,19.899
247.275,19.525
247.325,19.905
247.375,19.909
247.425,19.999
247.475,20.063
247.525,19.950
247.575,19.656
247.625,19.553
247.675,19.751
247.725,19.524
247.775,19.853
247.825,19.558
247.875,19.784
247.925,19.726
247.975,19.822
248.025,19.889
248.075,19.893
248.125,19.762
248.175,19.445
248.225,20.086
248.275,19.599
248.325,19.817
248.375,19.801
248.425,19.739
248.475,19.510
248.525,19.633
248.575,20.055
248.625,19.764
248.675,19.970
248.725,20.168
248.775,19.762
248.825,19.827
248.875,19.716
248.925,19.976
248.975,19.772
249.025,20.257
249.075,20.162
249.125,20.156
249.175,20.161
249.225,19.694
249.275,19.801
249.325,20.009
249.375,19.969
249.425,20.073
249.475,20.184
249.525,19.776
249.575,20.207
249.625,19.967
249.675,20.068
249.725,19.897
249.775,19.692
249.825,19.918
249.875,19.742
249.925,19.745
249.975,20.057
250.025,19.854
250.075,20.126
250.125,20.321
250.175,19.866
250.225,20.109
250.275,20.337
250.325,20.135
250.375,20.050
250.425,20.074
250.475,19.992
250.525,20.171
250.575,20.359
250.625,19.682
250.675,19.906
250.725,20.132
250.775,20.166
250.825,20.164
250.875,20.015
250.925,20.096
250.975,20.027
251.025,20.316
251.075,20.127
251.125,20.278
251.175,20.195
251.225,19.624
251.275,20.260
251.325,19.965
251.375,20.074
251.425,20.203
251.475,20.310
251.525,20.410
251.575,20.304
251.625,20.136
251.675,20.193
251.725,19.860
251.775,19.996
251.825,20.153
251.875,20.477
251.925,20.319
251.975,20.275
252.025,20.310
252.075,20.358
252.125,20.383
252.175,20.365
252.225,20.231
252.275,20.059
252.325,20.280
252.375,20.617
252.425,20.165
252.475,20.072
252.525,20.164
252.575,20.457
252.625,19.999
252.675,19.873
252.725,20.297
252.775,20.399
252.825,20.276
252.875,19.947
252.925,20.340
252.975,20.578
253.025,20.448
253.075,19.891
253.125,20.130
253.175,20.160
253.225,20.407
253.275,20.072
253.325,20.245
253.375,20.090
253.425,19.812
253.475,20.066
253.525,20.164
253.575,20.315
253.625,20.333
253.675,20.681
253.725,20.154
253.775,20.499
253.825,20.048
253.875,20.767
253.925,20.409
253.975,20.142
254.025,20.765
254.075,20.537
254.125,20.305
254.175,20.545
254.225,20.504
254.275,20.082
254.325,20.435
254.375,20.395
254.425,20.678
254.475,20.396
254.525,20.720
254.575,20.665
254.625,20.178
254.675,20.216
254.725,20.421
254.775,20.436
254.825,20.577
254.875,20.848
254.925,20.448
254.975,20.247
255.026,20.288
255.076,20.676
255.126,20.466
255.176,19.840
255.226,20.811
255.276,20.700
255.326,20.316
255.376,20.614
255.426,20.990
255.476,20.709
255.526,20.431
255.576,20.728
255.626,20.364
255.676,20.622
255.726,20.586
255.776,20.824
255.826,20.794
255.876,20.768
255.926,20.507
255.976,20.483
256.026,20.678
256.076,20.818
256.126,20.499
256.176,20.898
256.226,20.391
256.276,20.808
256.326,20.738
256.376,20.791
256.426,20.703
256.476,20.493
256.526,20.614
256.576,20.840
256.626,20.988
256.676,20.875
256.726,20.397
256.776,20.461
256.826,20.864
256.876,20.810
256.926,20.560
256.976,21.208
257.026,20.606
257.076,20.455
257.126,20.575
257.176,20.785
257.226,21.077
257.276,20.809
257.326,20.963
257.376,20.983
257.426,20.442
257.476,20.870
257.526,20.722
257.576,20.912
257.626,20.872
257.676,20.423
257.726,21.062
257.776,20.603
257.826,20.685
257.876,21.058
257.926,20.350
257.976,20.793
258.026,20.971
258.076,20.910
258.126,20.972
258.176,20.822
258.226,20.731
258.276,20.748
258.326,20.738
258.376,20.754
258.426,21.041
258.476,21.026
258.526,20.916
258.576,20.920
258.626,20.946
258.676,20.919
258.726,21.156
258.776,20.865
258.826,20.904
258.876,21.146
258.926,20.530
258.976,21.169
259.026,21.135
259.076,21.048
259.126,20.767
259.176,20.983
259.226,20.969
259.276,21.015
259.326,21.048
259.376,20.812
259.426,21.127
259.476,20.954
259.526,21.028
259.576,21.155
259.626,21.023
259.676,21.102
259.726,20.815
259.776,20.605
259.826,20.888
259.876,20.669
259.926,21.233
259.976,21.451
260.026,21.364
260.076,20.760
260.126,20.946
260.176,21.114
260.226,20.952
260.276,21.014
260.326,21.043
260.376,20.861
260.426,21.379
260.476,20.854
260.526,20.850
260.576,21.325
260.626,21.098
260.676,21.045
260.726,20.969
260.776,20.942
260.826,20.989
260.876,20.633
260.926,21.240
260.976,21.361
261.026,20.965
261.076,20.671
261.126,21.110
261.176,20.554
261.226,21.452
261.276,21.330
261.326,21.255
261.376,21.044
261.426,20.996
261.476,21.090
261.526,21.176
261.576,21.346
261.626,21.251
261.676,21.100
261.726,21.044
261.776,20.914
261.826,21.305
261.876,20.942
261.926,21.375
261.976,21.298
262.026,21.412
262.076,21.404
262.126,21.147
262.176,21.054
